carat,table,price,cut_Fair,cut_Good,cut_Ideal,cut_Premium,cut_Very Good,color_D,color_E,color_F,color_G,color_H,color_I,color_J,clarity_I1,clarity_IF,clarity_SI1,clarity_SI2,clarity_VS1,clarity_VS2,clarity_VVS1,clarity_VVS2,dimension
1.0,57.0,5174,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1.2564299787020732
1.2,60.0,5174,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1.9120739700857934
1.0,60.0,5174,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1.3659963790031187
1.1,56.0,5174,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1.6552748276574767
1.1,59.0,5174,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1.6423555173574673
1.23,56.0,5175,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2.031745001847021
1.3,59.0,5175,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,2.112213021492873
1.0,59.0,5175,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1.3006226824513134
1.31,60.0,5176,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,2.1850317867022095
0.91,55.0,5176,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1.0487111387673698
1.3,58.0,5176,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,2.222883241681237
1.08,60.0,5177,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1.75112161730379
1.07,58.0,5177,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1.647648728523926
1.12,54.0,5178,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1.7390257626614685
1.13,58.0,5179,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1.7673986978716822
1.13,58.0,5179,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1.8123685466726824
1.04,58.0,5179,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1.501058411578325
1.03,53.0,5181,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1.5364150207404206
1.23,54.0,5181,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,2.1418748897432085
1.18,60.0,5181,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1.8264543009562384
1.12,62.0,5181,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1.8466376494377599
1.69,61.0,5182,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,3.338669404671967
1.18,56.0,5182,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1.9284572262199613
1.18,56.0,5182,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1.9364657824726343
1.01,54.0,5182,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1.4022594640862147
1.18,57.0,5182,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1.9672940947065158
0.92,57.0,5183,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1.0631004125835195
1.02,58.0,5183,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1.4228443423130377
1.2,56.0,5183,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1.9847811707280028
1.02,58.0,5183,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1.4376555420415738
1.02,61.0,5183,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1.2577420670451585
1.06,56.0,5183,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1.4998878849179937
1.23,58.0,5183,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1.961634739911235
1.01,57.0,5184,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1.3195170978927135
1.21,55.0,5184,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1.9776123836233166
1.21,55.0,5184,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2.178272694696396
1.21,56.0,5184,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2.098549193121704
1.01,59.0,5186,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1.419786008900965
1.15,61.0,5186,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1.7059666553499861
1.09,60.0,5186,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1.6532413765461949
1.05,57.0,5186,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1.3239392192546513
1.31,60.0,5187,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2.377548821652524
1.06,56.0,5188,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1.56550931871883
1.01,59.0,5189,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1.3299810311690543
1.08,59.0,5189,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1.5182814368604807
1.04,57.0,5189,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1.5155660917742657
1.08,57.0,5189,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1.5596131511639664
1.01,61.0,5190,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1.338608857300432
1.21,60.0,5190,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1.9314760908387703
1.21,62.0,5190,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1.9543747844065065
1.18,58.0,5190,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1.9116520441734068
1.18,54.0,5190,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1.9436468003908347
1.23,59.0,5191,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1.983835226013739
1.15,58.0,5191,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1.9330018366384754
1.01,60.0,5192,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1.2528313129978221
1.11,60.0,5192,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1.741626784044676
1.11,58.0,5192,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1.611814411165881
1.05,56.0,5192,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1.4990481157700066
1.22,55.0,5192,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,2.0529491499525503
1.22,59.0,5192,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1.9362806693198302
1.22,59.0,5192,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1.9027370119997344
1.15,63.0,5193,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1.6251284093985274
1.15,59.0,5193,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1.7425849595724552
1.13,58.0,5194,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1.7520634793412686
1.06,55.0,5194,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1.610884779941917
0.9,59.0,5195,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1.0323551206129498
1.02,60.0,5195,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1.476126266899306
1.1,58.3,5196,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1.6779761772588941
1.0,59.0,5197,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1.3274861853521225
1.0,58.0,5197,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1.329417543573914
1.0,58.0,5197,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1.352276768348386
1.0,57.0,5197,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1.3194776290994497
1.0,57.0,5197,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1.3608488121962004
1.0,60.0,5197,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1.2535567584428038
1.0,60.0,5197,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1.2395336282554756
1.0,56.0,5197,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1.2920506386035
1.25,55.8,5197,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2.05082044776444
1.0,59.0,5197,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1.3056123740851775
1.0,60.0,5197,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1.1949189985938489
1.0,61.0,5197,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1.2071958837121892
1.05,57.0,5197,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1.501542961586938
1.01,62.0,5197,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1.4389444750816958
1.02,60.0,5198,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1.5134537030764563
1.02,58.0,5198,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1.3178225524305056
1.01,55.0,5199,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1.300701620037841
1.01,58.0,5199,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1.305651842878441
1.04,57.0,5199,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1.42129544121037
1.1,55.0,5199,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1.7255034959730544
1.05,56.0,5200,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1.5258721498775514
1.01,58.0,5200,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1.4096650639504822
0.9,58.0,5201,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0.8641904292562134
0.92,61.0,5202,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1.0529794676330373
1.01,58.0,5202,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1.2484214224494004
1.01,58.0,5202,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1.3351285979759735
1.01,59.0,5204,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1.245363089037327
1.01,60.0,5204,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1.34812684586251
1.05,56.0,5204,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1.6501041055475942
1.01,56.0,5204,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1.458217264965434
1.01,58.0,5204,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1.4511546534270243
1.05,56.0,5204,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1.4927068669997936
1.06,59.0,5205,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1.5413652435810201
1.01,59.0,5206,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1.4884820896041746
1.16,54.0,5206,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1.868613553594197
1.01,57.0,5206,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1.407733705728692
1.03,56.0,5206,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1.5283275269012195
1.01,57.0,5206,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1.284802913912286
1.26,59.0,5207,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2.2062631727874873
1.07,57.0,5207,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1.519975982322688
1.16,57.0,5207,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1.868613553594197
0.77,57.0,5207,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.4617237592935951
1.26,58.0,5207,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,2.1606236608250695
1.0,61.0,5208,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1.3413282850634316
1.5,61.0,5208,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,2.5488031498610275
1.5,61.0,5208,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,2.5488031498610275
1.24,60.0,5208,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1.9153133339738846
1.23,60.0,5209,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2.075914550293299
1.29,58.0,5209,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,2.2146773414622456
1.01,59.0,5210,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1.3349707228029182
0.92,57.0,5210,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1.062576393781642
1.21,58.0,5211,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,2.0391506017112895
1.26,57.3,5211,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,2.0233539884752263
1.2,61.0,5211,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,2.0932600646320307
1.2,57.0,5211,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1.8916538088446886
1.2,58.0,5211,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1.7753677853310914
1.2,56.0,5211,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1.7620265491186964
0.91,57.0,5214,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1.015387980716556
1.33,58.0,5214,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,2.305243150755616
1.36,58.0,5215,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,2.3548311585608066
1.01,60.0,5215,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1.5110377948460523
1.01,61.0,5216,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1.3195170978927135
1.15,57.0,5216,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1.8308805049949608
1.23,58.0,5217,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1.9449588887339202
1.02,56.0,5217,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1.3849139497474827
1.02,60.0,5217,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1.3379895874217271
1.02,58.0,5217,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1.4296864545821646
1.23,57.0,5217,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,2.1159573315566633
1.21,55.0,5218,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1.9575909929916344
1.21,55.0,5218,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1.9575909929916344
0.9,57.0,5218,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0.9977430295220148
1.1,55.0,5218,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1.5901774126585175
1.21,61.0,5218,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1.9829450635830397
1.21,55.0,5218,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1.9396425222644984
1.21,57.0,5218,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1.811079613632561
1.09,57.0,5219,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1.6318521152878631
1.09,59.0,5219,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1.4918003910787938
1.0,61.0,5219,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1.2454420266238544
1.02,63.0,5219,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1.4620241991254515
1.09,55.0,5219,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1.6284113247566678
1.09,57.0,5219,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1.7032240722840233
1.09,57.0,5219,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1.6893193484764866
1.09,56.0,5219,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1.5726113990505035
1.13,59.0,5220,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1.776696187164477
1.13,54.0,5220,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1.8127741590947692
1.07,57.0,5220,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1.5135163271726835
1.04,59.0,5220,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1.4271916087652328
1.2,57.0,5221,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1.8074414791350466
1.24,57.0,5221,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2.0810852724031808
1.0,59.0,5221,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1.3277624669049697
1.0,57.0,5221,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1.3526946115839875
1.02,56.0,5222,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1.340484433238659
0.9,56.0,5222,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0.969449031898328
1.28,55.0,5223,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,2.190793234386982
1.06,55.0,5223,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1.5175600740922839
1.04,59.0,5223,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1.3995795051164788
1.15,56.0,5224,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1.8361968714643826
1.01,60.0,5224,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1.4389444750816958
1.01,60.0,5224,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1.2871398845561635
1.01,59.0,5224,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1.3806891723518637
1.27,59.0,5224,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,2.2130889715663136
0.91,61.0,5225,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0.9539164694015962
1.2,60.0,5226,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1.7509991282472144
1.21,57.0,5226,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1.9783609843712613
1.1,57.0,5226,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1.6785396648540356
1.2,62.0,5226,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1.907371484494224
1.01,60.0,5226,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1.2829504932770235
1.01,60.0,5226,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1.2320218528249314
1.01,58.0,5226,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1.269952245390487
1.01,59.0,5226,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1.5168944936076512
1.22,58.0,5226,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1.9202240880212207
1.1,56.0,5226,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1.6519129747128085
1.22,62.0,5226,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1.8792353620435929
1.22,57.0,5226,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2.04184279149454
1.02,59.0,5226,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1.4999314363880423
1.01,62.0,5226,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1.4033238151802692
0.9,55.0,5226,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1.0353072784587471
1.01,60.0,5226,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1.3161947137413093
1.01,57.0,5226,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1.2540535392649321
1.01,58.0,5226,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1.1195155254916036
1.01,58.0,5226,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1.277476251634546
1.0,57.0,5227,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1.2627317586790223
1.0,60.0,5227,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1.3198995550118364
1.05,58.0,5228,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1.4468073869748286
1.14,59.0,5228,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1.7326450450979916
0.91,56.0,5228,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0.9856634883699926
1.01,58.0,5229,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1.3016080959588412
1.04,56.0,5229,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1.469165748250388
1.01,61.0,5229,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1.3876728463037455
1.24,59.0,5231,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,2.163748701010154
1.04,60.0,5231,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1.4814426333687283
1.01,58.0,5231,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1.2991132501419087
1.24,59.0,5231,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,2.2125649527644367
1.01,57.0,5231,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1.4590448032999057
1.11,59.0,5231,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1.8081669245800274
0.26,58.0,597,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,-2.3477480316486767
0.26,58.0,597,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,-2.2416224218788257
0.26,58.0,597,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,-2.2385640884667524
0.26,59.0,597,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-2.0577836063426016
0.26,59.0,597,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-2.150910968225915
0.26,59.0,597,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,-2.2102306220498025
0.26,58.0,597,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,-2.188238404403066
0.26,58.0,597,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,-2.152380931742057
0.26,57.0,597,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,-2.1543517587571115
0.26,56.0,597,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,-2.1768285264124616
0.4,53.0,597,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,-1.2425714462938284
0.4,57.0,597,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,-1.2909263033424607
0.4,55.0,597,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,-1.26844953568711
0.4,53.0,597,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,-1.1971565162774778
0.36,57.0,597,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,-1.481563679677763
0.26,61.0,597,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,-2.2137735054704892
0.26,61.0,597,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,-2.2033095721941485
0.36,56.0,597,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,-1.4758920940689666
0.39,57.0,597,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,-1.4203167503088698
0.3,59.0,598,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,-1.8905294735836495
0.35,54.0,598,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,-1.5383095500981907
0.35,55.0,598,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,-1.5163962700379814
0.35,55.0,598,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,-1.546357575144127
0.4,55.0,598,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,-1.246536255626901
0.33,57.0,598,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,-1.6740534766483286
0.28,56.0,598,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,-2.041084599862323
0.33,55.0,598,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,-1.655541518326051
0.28,56.0,598,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,-1.9478783003924822
0.28,57.0,598,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,-2.063037348715796
